id,name,nref,raj,rajerr,raref,decj,decjerr,dref,pmra_radio,pmraerr,prref,pmdec_radio,pmdecerr,pdref,px,pxerr,pxref,posepoch,poseref,p0,p0err,p0ref,p1,p1err,p1ref,dm,dmerr,dmref,dist,pb,pberr,pbref,survey,surveyref,BinComp,BinCompref,Type,TypeRef,Assoc,raj_now,decj_now
2760,J2007+20,kkl+15,301.74999999999994,2.0,kkl+15,20.35,2.0,kkl+15,0.0,0.0,,0.0,0.0,,,0.0,,56657.0,,4.634,0.007,kkl+15,,0.0,,67.0,0.4,kkl+15,3.806,,0.0,,gb350,,,RRAT,,,,301.7499999999999,20.35
2761,J2007+2722,kac+10,301.8159533333333,0.0004,akc+13,27.379976111111112,0.0004,akc+13,0.0,0.0,,0.0,0.0,,,0.0,,55319.0,,0.024497388545933,1e-14,akc+13,9.611e-19,3.0000000000000004e-22,akc+13,127.0,0.4,akc+13,7.102,,0.0,,palfa,,,,,,,301.8159533333333,27.379976111111112
2762,J2007+3120,nab+13,301.78754999999995,0.006,nab+13,31.347649999999998,0.006,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54920.0,,0.60820531457,1e-11,nab+13,1.5604e-14,1e-18,nab+13,191.5,0.2,nab+13,6.906,,0.0,,palfa,,,,,,,301.78754999999995,31.347649999999998
2763,J2008+2513,nft95,302.14784166666664,0.011,cn95,25.225099999999998,0.011,cn95,0.0,0.0,,0.0,0.0,,,0.0,,49079.5,,0.58919550332,6e-11,cn95,5.395e-15,4e-18,cn95,60.5555,0.0036,bkk+16,4.03,,0.0,,"ar3,lotaas",,,,,,,302.14784166666664,25.2251
2764,J2008+2755g,hww+21,302.0708333333333,7.0,hww+21,27.916666666666668,7.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,1.51926,0.0,hww+21,,0.0,,155.1,0.0,hww+21,7.445,,0.0,,fast_gpps,,,,,,,302.0708333333333,27.916666666666668
2765,J2009+3122g,hww+21,302.41666666666663,8.0,hww+21,31.366666666666667,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.07654,0.0,hww+21,,0.0,,144.1,0.0,hww+21,6.465,,0.0,,fast_gpps,,,,,,,302.41666666666663,31.36666666666667
2766,J2009+3326,cfl+06,302.4548333333333,0.02,nab+13,33.436166666666665,0.02,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54430.0,,1.43836860189,2e-11,nab+13,1.468e-15,2e-18,nab+13,263.6,0.8,nab+13,7.303,,0.0,,palfa,,,,,,,302.4548333333333,33.436166666666665
2767,J2010-1323,jbo+07,302.69133927499996,4.6e-06,aab+21a,-13.398915361111111,4.6e-06,aab+21a,2.55,0.032,,-5.86,0.14,,0.41,0.12,aab+21a,56511.0,aab+21a,0.0052232710168616,5e-18,aab+21a,4.8250299999999995e-21,1.4e-25,aab+21a,22.176742,0.0,aab+21a,2.439,,0.0,,"pkssw,gbncc",,,,,,,302.69132964341287,-13.398893227344102
2768,J2010+2845,nab+13,302.52111666666667,0.002,nab+13,28.75810277777778,0.002,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54810.0,,0.5653693451984,6e-13,nab+13,9.072e-17,2e-20,nab+13,112.47,0.08,nab+13,6.585,,0.0,,"palfa,lotaas,gbncc",,,,,,,302.5211166666667,28.75810277777778
2769,J2010+3051,pkr+19,302.5164758333333,0.0001,pkr+19,30.85524777777778,0.0001,pkr+19,-10.3,0.9,pkr+19,-3.0,1.0,pkr+19,,0.0,,57949.0,pkr+19,0.0048162745133088,5e-16,pkr+19,4.867e-21,1.7e-23,pkr+19,133.756,0.002,pkr+19,6.45,23.35889575,2e-08,pkr+19,palfa,He,pkr+19,,,,,302.51652600168075,30.855262389905924
2770,J2010+31,palfa21,302.6458333333333,8.0,hww+21,31.833333333333332,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,58910.17,,1.551535,2.4e-05,hww+21,,0.0,,251.8,2.3,hww+21,7.574,,0.0,,"palfa,fast_gpps",,,,,,,302.6458333333333,31.833333333333336
2771,J2010+3230,cfl+06,302.61041666666665,0.01,nab+13,32.502027777777776,0.01,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54430.0,,1.4424475206,1e-11,nab+13,3.616e-15,1e-18,nab+13,371.8,0.5,nab+13,13.034,,0.0,,palfa,,,,,,,302.61041666666665,32.502027777777776
2772,J2011+3006g,hww+21,302.79999999999995,8.0,hww+21,30.1,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,2.50566,0.0,hww+21,,0.0,,14.0,0.0,hww+21,0.944,,0.0,,fast_gpps,,,,,,,302.79999999999995,30.100000000000005
2773,J2011+3331,cfl+06,302.77052499999996,0.002,nab+13,33.52351111111111,0.002,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54490.0,,0.93173309347,4e-12,nab+13,1.7857e-15,1e-19,nab+13,298.58,0.06,nab+13,8.603,,0.0,,palfa,,,,,,,302.77052499999996,33.523511111111105
2774,J2012-2029,blr+13,303.1941666666666,0.3,blr+13,-20.491944444444446,0.3,blr+13,0.0,0.0,,0.0,0.0,,,0.0,,54987.0,,0.54400187061,3e-11,blr+13,5.475e-16,1.8e-18,blr+13,37.67,0.08,blr+13,2.809,,0.0,,"gb350,gbncc",,,,,,,303.1941666666666,-20.491944444444442
2775,J2013-0649,lbr+13,303.3239612499999,0.0038,lbr+13,-6.818163888888889,0.0038,lbr+13,0.0,0.0,,0.0,0.0,,,0.0,,55172.0,,0.580187269001,3.4e-12,lbr+13,6.007e-16,2.4e-18,lbr+13,63.36,0.1,lbr+13,9.576,,0.0,,"gb350,gbncc",,,,,,,303.3239612499999,-6.81816388888889
2776,J2013+3058,nab+13,303.39272083333327,0.003,nab+13,30.98074722222222,0.003,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54600.0,,0.276027693446,5e-13,nab+13,1.5194e-16,4e-20,nab+13,148.7,0.07,mss+20,6.641,,0.0,,"palfa,gbncc",,,,,,,303.39272083333327,30.980747222222224
2777,J2013+3100g,hww+21,303.48749999999995,8.0,hww+21,31.0,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.36855,0.0,hww+21,,0.0,,158.4,0.0,hww+21,6.76,,0.0,,fast_gpps,,,,,,,303.48749999999995,30.999999999999993
2778,B2011+38,stwd85,303.29319583333324,0.003,hlk+04,38.762030555555555,0.003,hlk+04,-32.1,1.7,bfg+03,-25.0,2.0,bfg+03,,0.0,,49718.0,hlk+04,0.2301936138595,1e-12,hlk+04,8.851045e-15,8e-21,hlk+04,238.217,0.008,hlk+04,7.123,,0.0,,gb3,,,,,,,303.2931512439185,38.76199582857165
2779,J2015+2524,nft95,303.8029166666666,0.07,cn95,25.408694444444443,0.07,cn95,0.0,0.0,,0.0,0.0,,,0.0,,49079.5,,2.3032990816,9e-10,cn95,5.1e-16,5e-17,cn95,11.0,0.6,mss+20,0.744,,0.0,,"ar3,gbncc",,,,,,,303.8029166666666,25.408694444444443
2780,J2016+1948,naf03,304.23934787499996,6e-05,gsf+11,19.79766338888889,6e-05,gsf+11,1.28,0.26,gsf+11,2.83,0.34,gsf+11,,0.0,,53000.0,,0.064940388241514,6e-15,gsf+11,4.0063000000000005e-19,6e-23,gsf+11,33.8148,0.0016,gsf+11,2.162,635.02377864,7e-08,gsf+11,"misc,lotaas,gbncc",He[gsf+11],,,,,,304.23934645813176,19.79766025628184
2781,J2017+0603,cgj+11,304.3446050958333,4.9e-06,abb+18,6.051545536111111,4.9e-06,abb+18,2.21,0.076,,0.15,0.19,,0.4,0.2,abb+18,56682.0,abb+18,0.0028962158167229,1.1e-17,abb+18,7.993099999999999e-21,6.9999999999999995e-25,abb+18,23.92344,9e-05,abb+18,1.399,2.19848113613,1.2e-10,abb+18,misc,He[cgj+11],,HE,"GRS:4FGL_J2017.4+0602[fermi21],XRS:[pb15]",,,304.3445964610512,6.051544950039858
2782,J2017-1614,san16,304.4422825,0.0008,san16,-16.23764166666667,0.0008,san16,0.0,0.0,,0.0,0.0,,,0.0,,57024.0,,0.0023142872649224,4e-16,san16,2.45e-21,5e-23,san16,25.438,0.0004,san16,1.444,0.0978252578,4e-10,san16,FermiAssoc,UL[san16],,HE,GRS:4FGL_J2017.7-1612[fermi21],,,304.4422825,-16.23764166666667
2783,J2017+2043,naf03,304.370575,0.002,naf03,20.725527777777778,0.002,naf03,0.0,0.0,,0.0,0.0,,,0.0,,51500.0,,0.537143086032,2e-12,naf03,9.9555e-16,5e-20,naf03,60.4906,0.0099,bkk+16,4.205,,0.0,,"misc,lotaas,gbncc",,,,,,,304.370575,20.72552777777778
2784,J2017+2819g,hww+21,304.3333333333333,8.0,hww+21,28.316666666666666,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,1.83246,0.0,hww+21,,0.0,,66.0,0.0,hww+21,4.873,,0.0,,fast_gpps,,,,,,,304.3333333333333,28.316666666666666
2785,J2017+3625,cwp+17,304.48266666666666,0.01,cwp+17,36.418861111111106,0.01,cwp+17,0.0,0.0,,0.0,0.0,,,0.0,,55716.0,cwp+17,0.1667491790418,9e-13,cwp+17,1.35985e-15,3e-20,cwp+17,,0.0,,,,0.0,,FermiBlind,,,NRAD,"GRS:4FGL_J2017.9+3625[fermi21],XRS:[wcp+18]",,,304.48266666666666,36.418861111111106
2786,J2017+5906,slr+14,304.43562499999996,0.021,lsk+18,59.11304722222222,0.021,lsk+18,0.0,0.0,,0.0,0.0,,,0.0,,56575.0,,0.403478334902,1.7e-11,lsk+18,2.216e-16,1.4e-18,lsk+18,60.28,0.06,lsk+18,3.907,,0.0,,"gbncc,lotaas",,,,,,,304.43562499999996,59.11304722222223
2787,B2016+28,csl68,304.5159720833333,0.0009,hlk+04,28.665058888888886,0.0009,hlk+04,-2.6,0.2,bbgt02,-6.2,0.4,bbgt02,1.03,0.1,bbgt02,46384.0,hlk+04,0.5579534804225,7e-13,hlk+04,1.481058e-16,1.6e-21,hlk+04,14.1977,0.0006,srb+15,0.98,,0.0,,"misc,jb1,gb1,gb3,gb4,lotaas",,,,,,,304.5159618792897,28.665034556163583
2788,J2018+3418g,hww+21,304.56249999999994,8.0,hww+21,34.3,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,2.1916,0.0,hww+21,,0.0,,317.1,0.0,hww+21,10.394,,0.0,,fast_gpps,,,,,,,304.56249999999994,34.3
2789,J2018+3431,cfl+06,304.72164999999995,0.002,nab+13,34.51680833333333,0.002,nab+13,0.0,0.0,,0.0,0.0,,,0.0,,54760.0,,0.3876640866385,8e-13,nab+13,1.83649e-15,2e-20,nab+13,222.35,0.07,nab+13,6.636,,0.0,,palfa,,,,,,,304.72164999999995,34.51680833333333
2790,J2019+2425,ntf93,304.8831208333333,3e-05,nss01,24.420917722222224,3e-05,nss01,-9.41,0.12,nss01,-20.6,0.15,nss01,,0.0,,48900.0,nss01,0.0039345240803312,1.1e-16,nss01,7.023699999999999e-21,1.2e-24,nss01,17.203,0.005,ntf93,1.163,76.51163479,2e-08,nss01,"ar3,gbncc",He[nss01],,,,,,304.88310190813985,24.42087629192217
2791,J2021+3651,rhr+02,305.27275,0.04,hrr+04,36.851333333333336,0.04,hrr+04,0.0,0.0,,0.0,0.0,,,0.0,,52682.0,hrr+04,0.103740952074,4e-12,aaa+09d,9.57209e-14,7e-19,aaa+09d,367.5,1.0,aaa+09d,1.8,,0.0,,misc,,,HE[aaa+09d],GRS:4FGL_J2021.1+3651[fermi21],,,305.27275,36.851333333333336
2792,J2021+4024g,hww+21,305.3041666666667,9.0,hww+21,40.4,9.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.37054,0.0,hww+21,,0.0,,680.5,0.0,hww+21,25.0,,0.0,,fast_gpps,,,,,,,305.3041666666667,40.4
2793,J2021+4026,aaa+09c,305.3749583333333,0.03,rkp+11,40.44586111111111,0.03,rkp+11,0.0,0.0,,0.0,0.0,,,0.0,,54936.0,,0.26531766093,5e-11,rkp+11,5.4682e-14,3e-18,rkp+11,,0.0,,2.15,,0.0,,FermiBlind,,,NRAD,"GRS:4FGL_J2021.5+4026[fermi21],SNR:G78.2+2.1[wsc+06],XRS:2XMM_J202131.0+402645[lhh+13]",,,305.3749583333333,40.4458611111111
2794,J2022+21,scb+19,305.59999999999997,12.0,scb+19,21.183333333333334,12.0,scb+19,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.8035,0.0,scb+19,,0.0,,73.52,0.05,scb+19,6.002,,0.0,,lotaas,,,,,,,305.59999999999997,21.18333333333333
2795,B2020+28,fss73,305.65444625,0.0007,hlk+04,28.906417777777776,0.0007,hlk+04,-4.4,0.5,bbgt02,-23.6,0.3,bbgt02,0.37,0.12,bbgt02,49692.0,hlk+04,0.343402157786,1.3e-12,hlk+04,1.894195e-15,1.3e-20,hlk+04,24.63109,0.00018,bkk+16,2.1,,0.0,,"misc,jb1,gb1,gb3,gb4,lotaas",,,,,,,305.6544400510515,28.90638452886137
2796,J2022+3842,agr+11,305.5903708333333,0.006,agr+11,38.70411666666667,0.006,agr+11,0.0,0.0,,0.0,0.0,,,0.0,,55666.24,,0.048578779636,2.4e-11,apk14,8.61e-14,2e-16,apk14,429.1,0.5,agr+11,10.0,,0.0,,misc,,,HE,"GRS:4FGL_J2022.3+3840[fermi21],XRS:CXOU_J202221.68+384214.8,SNR:G76.9+1.0",,,305.5903708333333,38.70411666666668
2797,J2022+3845g,hww+21,305.5458333333333,8.0,hww+21,38.75,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,1.0089,0.0,hww+21,,0.0,,487.5,0.0,hww+21,17.188,,0.0,,fast_gpps,,,,,,,305.5458333333333,38.75
2798,B2021+51,dl70,305.7078041666666,0.0012,hlk+04,51.91395361111111,0.0012,hlk+04,-5.23,0.17,bbgt02,11.5,0.3,bbgt02,0.5,0.07,bbgt02,46640.0,hlk+04,0.529196917808,1.7e-11,hlk+04,3.06337e-15,5e-20,hlk+04,22.54968,0.00056,bkk+16,1.8,,0.0,,"jb1,gb1,gb2,gb3,gb4,lotaas",,,,,,,305.70778465905425,51.91399650543606
2799,J2023+2853g,hww+21,305.8166666666666,7.0,hww+21,28.866666666666667,7.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.01133,0.0,hww+21,,0.0,,22.8,0.0,hww+21,1.574,,0.0,,fast_gpps,,,,,,,305.8166666666666,28.86666666666666
2800,B2022+50,dtws85,305.92476124999996,0.001,hlk+04,50.62634944444444,0.001,hlk+04,6.0,3.0,,21.0,3.0,,,0.0,,49910.0,hlk+04,0.372619054536,3e-12,hlk+04,2.512052e-15,1.7e-20,hlk+04,32.98817,0.00037,bkk+16,2.058,,0.0,,"gb2,lotaas",,,,,,,305.92476870836595,50.62637554871068
2801,B2025+21,ht75b,306.8195416666666,0.003,lcx02,21.76789722222222,0.003,lcx02,0.0,0.0,,0.0,0.0,,,0.0,,51600.0,,0.398173021652,2e-12,lcx02,2.028e-16,2e-19,lcx02,97.0915,0.0048,bkk+16,10.295,,0.0,,ar1,,,,,,,306.8195416666666,21.76789722222222
2802,J2027+4557,hrk+08,306.81763749999993,0.003,jsb+09,45.96585555555556,0.003,jsb+09,0.0,0.0,,0.0,0.0,,,0.0,,54250.0,jsb+09,1.099651368044,7e-12,jsb+09,3.094e-16,4e-19,jsb+09,229.594,0.011,jsb+09,9.005,,0.0,,"gb350,misc,gbncc",,,,,,,306.81763749999993,45.96585555555556
2803,J2027+7502,slr+14,306.84695833333325,0.022,lsk+18,75.04147499999999,0.022,lsk+18,0.0,0.0,,0.0,0.0,,,0.0,,56500.0,,0.515218649151,8e-12,lsk+18,8.89e-16,6e-18,lsk+18,11.42,0.13,mss+20,0.743,,0.0,,"gbncc,lotaas",,,,,,,306.84695833333325,75.04147499999999
2804,J2028+3332,pga+12,307.0827499999999,0.005,pga+12,33.53454444444444,0.005,pga+12,0.0,0.0,,0.0,0.0,,,0.0,,55225.0,,0.1767074151138,7e-13,pga+12,4.85753e-15,7e-20,pga+12,,0.0,,,,0.0,,FermiBlind,,,NRAD,GRS:4FGL_J2028.3+3331[fermi21],,,307.0827499999999,33.53454444444444
2805,B2027+37,stwd85,307.3494666666667,0.0095,hlk+04,37.73560277777778,0.0095,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,49725.0,hlk+04,1.21680465774,1.2e-11,hlk+04,1.231961e-14,9e-20,hlk+04,190.66,0.03,hlk+04,5.771,,0.0,,"gb3,gbncc,lotaas",,,,,,,307.3494666666667,37.735602777777785
2806,B2028+22,ht75b,307.66852499999993,0.0082,hlk+04,22.472730555555554,0.0082,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,49953.0,hlk+04,0.630512646679,4e-12,hlk+04,8.8535e-16,3e-20,hlk+04,71.8627,0.0067,bkk+16,6.386,,0.0,,"ar1,ar2,lotaas,gbncc",,,,,,,307.66852499999993,22.472730555555554
2807,J2030+3641,ckr+12,307.5010875,0.004,ckr+12,36.690875,0.004,ckr+12,0.0,0.0,,0.0,0.0,,,0.0,,55400.0,,0.2001285881663,1.7e-12,ckr+12,6.5001e-15,3e-19,ckr+12,246.0,0.7,ckr+12,6.947,,0.0,,FermiAssoc,,,HE,GRS:4FGL_J2030.0+3641[fermi21],,,307.5010875,36.69087499999999
2808,J2030+3818g,hww+21,307.5333333333333,8.0,hww+21,38.3,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.13372,0.0,hww+21,,0.0,,596.7,0.0,hww+21,25.0,,0.0,,fast_gpps,,,,,,,307.5333333333333,38.29999999999999
2809,J2030+3929g,hww+21,307.6958333333333,8.0,hww+21,39.483333333333334,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,1.71842,0.0,hww+21,,0.0,,491.9,0.0,hww+21,25.0,,0.0,,fast_gpps,,,,,,,307.6958333333333,39.483333333333334
2810,J2030+3944g,hww+21,307.59166666666664,8.0,hww+21,39.733333333333334,8.0,hww+21,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.30618,0.0,hww+21,,0.0,,937.4,0.0,hww+21,25.0,,0.0,,fast_gpps,,,,,,,307.59166666666664,39.733333333333334
2811,J2030+4415,pga+12,307.71395833333327,0.04,pga+12,44.26058333333334,0.04,pga+12,0.0,0.0,,0.0,0.0,,,0.0,,55225.0,,0.22707017739,3e-11,pga+12,6.4843e-15,1.1e-18,pga+12,,0.0,,0.72,,0.0,,FermiBlind,,,NRAD,GRS:4FGL_J2030.9+4416[fermi21],,,307.7139583333333,44.26058333333334
2812,J2032+4127,aaa+09c,308.0546625,0.002,hnl+17,41.45675277777778,0.002,hnl+17,-2.991,0.048,jkc+18,-0.742,0.055,jkc+18,0.693,0.033,jkc+18,55700.0,,0.14324647,1.9e-07,hnl+17,1.13e-14,3e-16,hnl+17,114.67,0.04,hnl+17,1.33,16835.0,840.0,hnl+17,FermiBlind,MS[lsk+15],,HE,"GRS:4FGL_J2032.2+4127[fermi21],OPT:MT91_213(Cygnus_OB2)[lsk+15],XRS:[hnl+17]",,,308.0546719525066,41.45675512273215
2813,J2033+0042,bb10,308.37966666666665,0.02,lbs+20,0.7066944444444444,0.02,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,lbs+20,5.01340011141,8e-11,lbs+20,9.6927e-15,1.8e-18,lbs+20,37.84,0.13,lbr+13,2.934,,0.0,,"pkssw,gb350,lotaas,gbncc",,,RRAT,,,,308.37966666666665,0.7066944444444443
2814,J2033+1734,rtj+96,308.3646313041666,8.7e-06,aab+21a,17.58290637777778,8.7e-06,aab+21a,-5.8,0.11,,-9.7,0.16,,1.0,0.6,aab+21a,57212.0,aab+21a,0.0059489575405856,4e-17,aab+21a,1.1146e-20,2.9999999999999996e-24,aab+21a,25.080758,0.0,aab+21a,1.74,56.307795307,1.5e-08,aab+21a,ar4,He[rtj+96],,,,,,308.36465630341183,17.582948186849144
2815,J2033-1938,blr+13,308.4808333333333,0.2,blr+13,-19.649722222222223,0.2,blr+13,0.0,0.0,,0.0,0.0,,,0.0,,54987.0,,1.28171902379,1.2e-10,blr+13,4.55e-16,6e-18,blr+13,23.47,0.09,blr+13,1.525,,0.0,,"gb350,gbncc",,,,,,,308.4808333333333,-19.649722222222223
2816,J2036+2835,bck+13,309.19317916666665,0.005,bck+13,28.586233333333332,0.005,bck+13,0.0,0.0,,0.0,0.0,,,0.0,,56100.0,,1.35872676315,2e-11,bck+13,2.09e-15,2e-18,bck+13,84.2174,0.0064,bkk+16,6.741,,0.0,,"htru_eff,lotaas,gbncc",,,,,,,309.19317916666665,28.586233333333332
2817,J2036+6646,scb+19,309.21799999999996,0.05,tbc+20,66.77241666666667,0.05,tbc+20,0.0,0.0,,0.0,0.0,,,0.0,,57974.0,,0.5019271782,2e-10,tbc+20,9.4e-16,4e-17,tbc+20,50.763,0.002,tbc+20,3.23,,0.0,,lotaas,,,,,,,309.21799999999996,66.77241666666667
2818,B2034+19,stwd85,309.3105833333333,0.08,dtms88,19.715083333333332,0.08,dtms88,0.0,0.0,,0.0,0.0,,,0.0,,46104.69,,2.0743770781,5e-10,dtms88,2.04e-15,1e-17,dtms88,36.891647,4.8e-05,bkk+16,2.794,,0.0,,"gb3,lotaas,gbncc",,,,,,,309.3105833333333,19.715083333333336
2819,B2035+36,dtws85,309.36433333333326,0.023,hlk+04,36.35669444444444,0.023,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,49936.0,hlk+04,0.61871508419,5e-11,hlk+04,4.5024e-15,4e-19,hlk+04,93.56,0.06,hlk+04,4.851,,0.0,,"gb2,gbncc",,,,,,,309.36433333333326,36.35669444444444
2820,J2038-3816,lml+98,309.7265,0.03,lbs+20,-38.271,0.03,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,lbs+20,1.57728908489,3e-11,lbs+20,4.1617e-15,8e-19,lbs+20,33.96,0.06,dsb+98,3.588,,0.0,,"pks70,gbncc",,,,,,,309.7265,-38.271
2821,B2036+53,dtws85,309.5131666666666,0.069,hlk+04,53.32022222222223,0.069,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,50122.0,hlk+04,1.424568215153,1.1e-11,hlk+04,9.4418e-16,9e-20,hlk+04,160.196,0.012,bkk+16,8.192,,0.0,,"gb2,gbncc",,,,,,,309.5131666666666,53.32022222222222
2822,J2039-5617,cnv+21,309.8957004166666,0.0001,cnv+21,-56.28590777777777,0.0001,cnv+21,4.2,0.3,cnv+21,-14.9,0.3,cnv+21,0.4,0.23,cnv+21,57205.875,cnv+21,0.0026509071060649,4e-16,cnv+21,1.4164e-20,5e-24,cnv+21,24.57,0.03,cms+21,1.8,0.227979805,3e-09,cnv+21,FermiAssoc,MS[cnv+21],,"HE[cnv+21,cms+21]",GRS:4FGL_J2039.5-5617[fermi21],,,309.8956823333636,-56.28584362499868
2823,J2040+1657,lxf+05,310.0744375,0.003,lxf+05,16.95846111111111,0.003,lxf+05,0.0,0.0,,0.0,0.0,,,0.0,,51602.0,,0.865606225032,4e-12,lxf+05,5.949e-16,6e-19,lxf+05,50.6919,0.0014,bkk+16,4.45,,0.0,,"ar4,lotaas",,,,,,,310.0744375,16.95846111111111
2824,J2042+0246,san16,310.54584529166664,5e-05,san16,2.770665833333333,5e-05,san16,15.1,1.2,san16,-14.1,2.5,san16,,0.0,,56520.0,,0.0045337267023282,3e-16,san16,1.4030000000000002e-20,6e-23,san16,9.2694,0.0002,san16,0.64,77.2005806,3e-07,san16,FermiAssoc,He[san16],,HE,GRS:4FGL_J2042.2+0245[fermi21],,,310.54578815420115,2.7707191868569403
2825,J2043+1711,hrm+11,310.8370056349999,1.3e-06,aab+21a,17.191361108333332,1.3e-06,aab+21a,-5.703,0.01,,-10.841,0.016,,0.72,0.07,aab+21a,56846.0,aab+21a,0.0023798789240134,3e-18,aab+21a,5.24431e-21,6e-26,aab+21a,20.758775,0.0,aab+21a,1.389,1.48229078636,1.3e-11,aab+21a,FermiAssoc,He[gfc+12],,HE,GRS:4FGL_J2043.3+1711[fermi21],,,310.8370286287345,17.191404817786363
2826,J2043+2740,rtj+96,310.9312499999999,0.1,rtj+96,27.682222222222222,0.1,rtj+96,0.0,0.0,,0.0,0.0,,,0.0,,49773.0,,0.09613056295,5e-11,rtj+96,1.27e-15,1e-17,rtj+96,21.02064,0.00015,bkk+16,1.48,,0.0,,"ar4,lotaas,gbncc",,,HE[naa+11],GRS:4FGL_J2043.7+2741[fermi21],,,310.9312499999999,27.682222222222222
2827,J2044+4614,snk96,311.24499999999995,0.1,snk96,46.248333333333335,0.1,snk96,0.0,0.0,,0.0,0.0,,,0.0,,49700.0,,1.3927154635,2e-10,snk96,6.3e-16,4e-17,snk96,315.4,0.4,snk96,8.952,,0.0,,"misc,gbncc",,,,,,,311.24499999999995,46.24833333333333
2828,J2045+0912,clm+05,311.44726583333335,0.0009,clm+05,9.2081,0.0009,clm+05,0.0,0.0,,0.0,0.0,,,0.0,,52997.0,,0.3955551117394,5e-13,clm+05,1.952e-16,7e-20,clm+05,31.776,0.004,clm+05,2.46,,0.0,,"ar4,lotaas",,,,,,,311.44726583333335,9.2081
2829,J2045+3633,bcf+17,311.25627124999994,2e-05,mfb+20,36.550390166666666,2e-05,mfb+20,-3.2,0.06,mfb+20,-2.68,0.06,mfb+20,,0.0,,56855.0,mfb+20,0.0316818427573,4e-15,mfb+20,5.884700000000001e-19,4e-23,mfb+20,129.533,0.002,mfb+20,5.629,32.29784447,8e-08,mfb+20,htru_eff,CO[mfb+20],,,,,,311.2562841738743,36.55040099040924
2830,B2043-04,mlt+78,311.5007208333333,0.0001,dgb+19,-4.357293333333333,0.0001,dgb+19,10.76,0.04,dgb+19,-4.26,0.22,dgb+19,0.16,0.03,dgb+19,56000.0,dgb+19,1.5469381168652,1.7e-12,hlk+04,1.471483e-15,1.7e-20,hlk+04,35.799,0.01,hlk+04,6.25,,0.0,,"mol2,pks70,pkssw,lotaas",,,,,,,311.50068437339024,-4.357278898447673
2831,B2044+15,mlt+78,311.66390541666664,0.0001,dgb+19,15.675988333333333,0.0001,dgb+19,-10.48,0.06,dgb+19,0.66,0.06,dgb+19,0.31,0.08,dgb+19,56000.0,dgb+19,1.1382856833155,1.2e-12,hlk+04,1.82318e-16,1.2e-20,hlk+04,39.81796,0.00049,bkk+16,3.226,,0.0,,"mol2,gb2,gb3,ar4,gb4,lotaas",,,,,,,311.6639409278382,15.67598609693987
2832,B2045+56,dtws85,311.6942041666666,0.018,hlk+04,57.143636111111114,0.018,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,49766.0,hlk+04,0.476734842147,7e-12,hlk+04,1.11216e-14,4e-20,hlk+04,101.790291,7.7e-05,bkk+16,4.341,,0.0,,"gb2,gbncc,lotaas",,,,,,,311.6942041666666,57.14363611111111
2833,J2047+1053,rap+12,311.79269166666666,0.003,fermi21,10.8855,0.003,fermi21,0.0,0.0,,0.0,0.0,,,0.0,,55561.0,,0.00429,0.0,rap+12,,0.0,,34.6,0.0,rap+12,2.794,0.12,0.0,rap+12,FermiAssoc,UL[rap+12],,HE,GRS:4FGL_J2047.3+1051[fermi21],,,311.79269166666666,10.885499999999999
2834,J2047+5029,jsb+09,311.97766666666666,0.0004,jsb+09,50.49393611111111,0.0004,jsb+09,0.0,0.0,,0.0,0.0,,,0.0,,54250.0,jsb+09,0.445944557385,4e-12,jsb+09,4.17572e-15,1.6e-19,jsb+09,107.676,0.005,jsb+09,3.973,,0.0,,misc,,,,,,,311.97766666666666,50.493936111111104
